{'_id': ObjectId('5f298f6be7d049bf6e6c1415'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11e4'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11e1'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11de'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11db'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11d8'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11d5'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11d2'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11cf'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11cc'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11c9'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11c6'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11c3'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11c0'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11bd'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11ba'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11b7'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11b4'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11b1'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11ae'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11ab'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11a8'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11a5'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c11a2'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c119f'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c119c'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1199'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1196'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1193'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1190'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c118d'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c118a'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1187'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1184'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1181'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c117e'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c117b'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1178'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1175'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1172'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c116f'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c116c'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1169'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1166'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1163'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1160'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c115d'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c115a'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1157'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1154'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1151'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c114e'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c114b'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1148'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1145'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1142'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c113f'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c113c'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1139'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1136'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1133'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1130'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c112d'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c112a'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1127'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1124'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1121'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c111e'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c111b'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1118'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1115'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1112'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c110f'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c110c'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1109'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1106'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1103'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c1100'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10fd'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10fa'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10f7'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10f4'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10f1'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10ee'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10eb'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10e8'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10e5'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10e2'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10df'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10dc'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10d9'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10d6'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10d3'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10d0'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10cd'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
{'_id': ObjectId('5f298f6be7d049bf6e6c10ca'), 'httpStatus': '404 Not Found', 'httpMethod': 'PATCH', 'errorMsg': 'Resource Not Found', 'transactionId': 'XXXX', 'correlationId': 'R656GFHF', 'timeStamp': '2020-01-01T07:39:01', 'userName': 'Kevin'}
